ID,ArrivalTime,TotalTime,TurnaroundAvg,WaitingTime,ResponseTime
38,3854,54677,54677,54167,54677
137,13805,45127,45127,44747,45127
136,13862,45321,45321,45121,45321
140,14020,45364,45338,44884,45313
145,14503,45132,35299,44792,13047
41,4337,55550,44972,54640,3267
42,4360,55577,29538,55207,3495
44,4501,55887,55887,55457,55887
47,4820,55920,55920,55510,55920
170,17236,43704,43704,43364,43704
171,17273,43717,36105,43277,28494
48,5032,56009,41757,55589,27505
176,17863,43528,34959,43168,15647
180,18053,43489,39755,42939,28608
181,18228,43415,29428,43105,16166
8,968,60728,60728,60028,60728
53,5535,56309,43239,55579,4130
183,18581,43313,43313,42923,43313
60,6142,57409,28162,56959,5151
65,6542,57260,57260,56960,57260
63,6561,57342,54690,56632,44082
66,6742,57261,57227,56461,57211
71,7289,57065,35698,56425,18052
73,7337,57268,57268,56588,57268
9,1064,63744,26319,62694,350
77,7797,57360,43530,56540,35160
82,8377,57383,57383,56713,57383
88,8847,57114,45781,56644,23117
92,9324,56737,47023,56337,8169
100,10280,56685,45481,56145,38013
106,10751,56716,49326,56096,27161
108,11013,56604,56604,56184,56604
125,12659,55459,26538,55019,11496
128,12800,55369,33528,55059,11687
127,12813,55406,55406,55106,55406
131,13397,54922,54922,54622,54922
142,14448,54273,54239,53643,54222
147,14803,54068,54068,53668,54068
14,1567,67357,38113,66327,812
166,16738,52735,52735,52435,52735
169,17133,52390,33693,51940,14971
177,17708,51966,44681,51406,15541
185,18620,51304,32191,50894,16497
184,18653,51372,47393,50622,43391
186,18853,51322,42399,50872,29016
192,19215,51110,34028,50800,16947
190,19288,51087,51087,50687,51087
193,19479,50997,50997,50377,50997
196,19895,50882,50882,50582,50882
19,2030,69302,17228,68512,4087
24,2626,69509,37590,68579,5673
29,2943,69443,47040,68393,2286
31,3183,69756,35483,69016,6835
34,3489,70001,28664,69331,7976
39,4098,69793,47607,69273,3235
52,5394,69201,48865,68581,28529
55,5728,69218,52634,67828,13272
56,5774,69423,69423,68923,69423
59,6097,69251,61854,68081,32267
61,6269,69229,58590,68399,16037
62,6372,69227,24143,68627,5444
67,6834,68815,68815,68185,68815
70,7022,68677,68677,68077,68677
72,7314,68486,62813,67376,57141
76,7648,68302,31574,67672,6710
79,8027,68124,44493,67424,20863
80,8055,68146,61001,67046,57404
81,8254,67997,54381,66967,45271
83,8532,67820,51031,66910,45435
94,9429,67073,43591,66283,8355
97,9920,66683,33500,66083,8628
98,10077,66676,55015,65476,8672
102,10418,66536,54345,65576,46185
109,10914,66139,42310,65009,9834
112,11282,65872,60421,64662,38667
116,11859,65345,65345,64725,65345
133,13488,63766,28707,63096,12103
138,13841,63463,63463,62263,63463
139,14134,63220,63220,62720,63220
146,14619,62786,51263,62086,28217
149,15060,62445,62407,61055,62395
156,15829,61726,38840,60976,28422
164,16627,60978,54463,60178,28407
175,17616,60040,40612,59280,15362
182,18367,59339,59338,58649,59339
187,18824,58931,37843,58421,16755
195,19636,58169,58169,57499,58169
197,19826,58029,50525,57329,43021
198,19865,58041,58041,57301,58041
